title,release_year,release_month,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,genre_count,production_company_count,language_count,is_english,has_tagline,log_budget,log_revenue,log_popularity,log_vote_count
Vigilante Diaries,2016.0,9.0,4000000.0,0.0,107.0,3.028021,4.7,27.0,en,1,3,2,1,1,15.201805169084134,0.0,1.3932751883481873,3.332204510175204
Rebirth,2016.0,4.0,0.0,0.0,101.0,2.34806,5.0,38.0,en,1,2,1,1,0,0.0,0.0,1.2083810736136005,3.6635616461296463
Black,2015.0,11.0,1200000.0,0.0,95.0,1.35894,6.4,33.0,fr,2,3,4,0,0,13.997832948091215,0.0,0.8582123655959288,3.5263605246161616
Dear Eleanor,2016.0,7.0,0.0,0.0,89.0,2.626192,6.2,25.0,en,3,0,1,1,0,0.0,0.0,1.2881830618409031,3.258096538021482
The New Kid,2015.0,12.0,0.0,0.0,81.0,3.091686,5.9,64.0,fr,1,4,1,0,0,0.0,0.0,1.408957110052228,4.174387269895637
Walt Before Mickey,2015.0,4.0,0.0,0.0,120.0,4.398708,6.4,63.0,en,1,0,2,1,1,0.0,0.0,1.6861596656839066,4.1588830833596715
The Love Witch,2016.0,11.0,0.0,0.0,120.0,4.530712,5.9,73.0,en,4,1,1,1,1,0.0,0.0,1.7103165595067804,4.304065093204169
Batman: The Killing Joke,2016.0,7.0,3500000.0,3775000.0,72.0,6.488277,6.2,485.0,en,4,2,1,1,1,15.068273812173887,15.143911205565889,2.013338731012452,6.186208623900494
Bad Moms,2016.0,7.0,20000000.0,183936074.0,100.0,9.362056,6.3,1287.0,en,1,3,2,1,1,16.811242881518265,19.030098836731216,2.3381506727400856,7.160845906664299
Hell or High Water,2016.0,8.0,12000000.0,37589296.0,102.0,12.565896,7.2,1304.0,en,4,3,1,1,1,16.300417291085605,17.44222991358309,2.6075589962701176,7.173958319756794
Southside with You,2016.0,8.0,0.0,0.0,80.0,5.379834,5.7,80.0,en,2,2,1,1,0,0.0,0.0,1.853142078209426,4.394449154672439
Little Men,2016.0,8.0,0.0,0.0,85.0,2.624004,6.7,47.0,en,1,3,1,1,1,0.0,0.0,1.2875794919328831,3.8712010109078907
Meet the Blacks,2016.0,4.0,0.0,0.0,90.0,3.569379,4.5,64.0,en,2,2,1,1,0,0.0,0.0,1.5193773094583032,4.174387269895637
Kingsglaive: Final Fantasy XV,2016.0,7.0,0.0,269980.0,115.0,7.692445,6.8,201.0,ja,6,3,1,0,1,0.0,12.506106865134031,2.162454257586218,5.308267697401205
Back to Mom's,2016.0,6.0,8600000.0,0.0,97.0,6.409925,5.6,153.0,fr,1,6,1,0,0,15.967272877502799,0.0,2.0028203177992836,5.0369526024136295
Bite,2015.0,8.0,0.0,0.0,90.0,2.259175,5.1,30.0,en,1,2,1,1,0,0.0,0.0,1.1814740958669743,3.4339872044851463
Revenge of the Bridesmaids,2010.0,7.0,0.0,0.0,87.0,4.105867,6.1,85.0,en,2,0,1,1,0,0.0,0.0,1.6303902706931253,4.454347296253507
Don't Breathe,2016.0,8.0,9900000.0,157100845.0,88.0,25.869883,6.7,1830.0,en,3,6,2,1,1,16.108045416114916,18.872398488316378,3.291006068319446,7.5126175446745105
The Pills - Sempre meglio che lavorare,2016.0,1.0,0.0,0.0,90.0,1.451931,5.5,39.0,it,1,0,2,0,0,0.0,0.0,0.8968758773843817,3.6888794541139363
47 Meters Down,2017.0,6.0,5500000.0,44235023.0,89.0,52.854103,5.1,548.0,en,4,4,1,1,1,15.520258832020865,17.605027431456275,3.986278593828911,6.3080984415095305
Scare Campaign,2016.0,3.0,0.0,0.0,76.0,2.850998,6.2,36.0,en,1,1,1,1,0,0.0,0.0,1.3483323354870125,3.6109179126442243
Hillary's America: The Secret History of the Democratic Party,2016.0,7.0,5000000.0,13000000.0,107.0,1.628629,6.6,28.0,en,2,0,1,1,0,15.424948670398354,16.380459992348886,0.9664624174936907,3.367295829986474
The Call Up,2016.0,7.0,0.0,0.0,90.0,4.060687,4.8,56.0,en,3,5,1,1,1,0.0,0.0,1.621502244834348,4.04305126783455
Robinson Crusoe,2016.0,2.0,13500000.0,3342697.0,90.0,8.969705,5.8,85.0,de,4,4,4,0,1,16.41820031748273,15.022288823301768,2.299550994769692,4.454347296253507
Belle and Sebastian: The Adventure Continues,2015.0,12.0,0.0,0.0,97.0,3.245243,6.8,67.0,fr,2,3,1,0,0,0.0,0.0,1.4457990619412002,4.219507705176107
Sx_Tape,2014.0,5.0,600000.0,0.0,85.0,2.558803,3.3,33.0,en,1,2,1,1,1,13.304686600863562,0.0,1.2694242523689,3.5263605246161616
King Cobra,2016.0,4.0,0.0,0.0,92.0,4.272317,5.9,118.0,en,2,5,1,1,1,0.0,0.0,1.6624699243758392,4.77912349311153
Sharknado 4: The 4th Awakens,2016.0,7.0,0.0,0.0,85.0,4.574494,4.3,88.0,en,3,3,1,1,1,0.0,0.0,1.718201550895194,4.48863636973214
Donald Trump's The Art of the Deal: The Movie,2016.0,2.0,0.0,0.0,50.0,2.058059,5.7,29.0,en,1,1,1,1,0,0.0,0.0,1.1177804009767347,3.4011973816621555
The Edge of Seventeen,2016.0,11.0,9000000.0,18803648.0,104.0,9.51953,7.3,952.0,en,2,2,1,1,1,16.012735246411598,16.749561504710716,2.353233529505442,6.859614903654202
When the Lights Went Out,2012.0,1.0,0.0,0.0,86.0,2.923193,5.8,49.0,en,3,1,1,1,1,0.0,0.0,1.3669058630603599,3.912023005428146
Detective Conan: The Fourteenth Target,1998.0,4.0,0.0,0.0,99.0,3.834063,7.5,30.0,ja,2,0,1,0,0,0.0,0.0,1.5756873148815134,3.4339872044851463
Detective Conan: The Last Wizard of the Century,1999.0,4.0,0.0,0.0,100.0,3.679405,7.2,31.0,ja,2,1,1,0,0,0.0,0.0,1.5431709650948566,3.4657359027997265
Anthropoid,2016.0,8.0,9000000.0,4600000.0,120.0,8.475983,6.9,251.0,en,3,3,3,1,1,16.012735246411598,15.341567078850604,2.24876049228902,5.529429087511423
Blood Father,2016.0,8.0,13000000.0,0.0,88.0,7.146017,6.2,525.0,en,2,2,2,1,1,16.380459992348886,0.0,2.097529096137866,6.26530121273771
Joshy,2016.0,8.0,0.0,0.0,93.0,2.678986,5.4,38.0,en,2,3,1,1,1,0.0,0.0,1.3026371707334996,3.6635616461296463
Elle,2016.0,5.0,9804690.0,2341534.0,130.0,8.226065,6.6,498.0,fr,2,12,1,0,1,16.098371502582587,14.666317255177127,2.2220326304175524,6.212606095751519
Daylight's End,2016.0,4.0,2000000.0,0.0,120.0,3.264792,5.3,37.0,en,3,3,1,1,1,14.508658238524095,0.0,1.4503934107039833,3.6375861597263857
Train to Busan,2016.0,7.0,8820000.0,2129768.0,118.0,22.685169,7.7,984.0,ko,3,1,1,0,1,15.992532541361653,14.57152408110018,3.1648490716679705,6.892641641172089
Friend Request,2016.0,1.0,9900000.0,2400000.0,92.0,14.282584,5.3,376.0,en,2,3,1,1,1,16.108045416114916,14.690979711984754,2.726713879388543,5.932245187448011
Let's Be Evil,2016.0,8.0,0.0,0.0,83.0,4.39495,4.4,43.0,en,1,2,1,1,1,0.0,0.0,1.685463330826558,3.784189633918261
Edge of Winter,2016.0,7.0,0.0,0.0,89.0,2.394264,5.6,39.0,en,2,0,1,1,1,0.0,0.0,1.2220869481122707,3.6888794541139363
Viral,2016.0,2.0,0.0,551760.0,86.0,6.944764,5.5,101.0,en,3,5,1,1,1,0.0,13.220870260485725,2.072513095331012,4.624972813284271
The Remains,2016.0,8.0,0.0,0.0,85.0,2.650518,4.0,50.0,en,2,2,1,1,1,0.0,0.0,1.29486907533324,3.9318256327243257
The Mind's Eye,2015.0,8.0,0.0,0.0,87.0,1.703803,5.1,26.0,en,3,2,1,1,1,0.0,0.0,0.9946593004970753,3.295836866004329
Summer Camp,2016.0,5.0,0.0,0.0,81.0,2.171869,5.1,41.0,en,1,3,1,1,1,0.0,0.0,1.1543210040547107,3.7376696182833684
Best Night Ever,2014.0,1.0,0.0,0.0,90.0,2.546891,4.0,28.0,en,1,1,1,1,1,0.0,0.0,1.266071445124772,3.367295829986474
Klown Forever,2015.0,9.0,0.0,0.0,99.0,1.783179,5.8,30.0,da,1,3,2,0,1,0.0,0.0,1.0235937995554998,3.4339872044851463
Shelley,2016.0,2.0,0.0,0.0,92.0,3.154551,5.4,33.0,da,2,0,1,0,1,0.0,0.0,1.4242043598930203,3.5263605246161616
Mechanic: Resurrection,2016.0,8.0,40000000.0,125729635.0,99.0,14.288577,5.3,1236.0,en,3,6,2,1,1,17.50439003707821,18.649644413472515,2.7271059482456446,7.1204443723924875
Antibirth,2016.0,9.0,35000000.0,0.0,94.0,10.629806,4.8,41.0,en,1,3,1,1,0,17.370858648025116,0.0,2.4535712853940232,3.7376696182833684
The 9th Life of Louis Drax,2016.0,9.0,0.0,0.0,108.0,8.602488,6.5,128.0,en,3,3,1,1,1,0.0,0.0,2.262022231562578,4.859812404361672
The Magnificent Seven,2016.0,9.0,90000000.0,162360636.0,132.0,13.809622,5.9,2358.0,en,3,6,1,1,1,18.31532023940565,18.905330573307417,2.6952771046589117,7.765993079407675
Sniper: Ghost Shooter,2016.0,8.0,3000000.0,0.0,100.0,4.236209,5.5,36.0,en,3,1,1,1,0,14.914123179965662,0.0,1.655597763217419,3.6109179126442243
Beta Test,2016.0,7.0,0.0,0.0,88.0,2.053175,5.3,29.0,en,3,1,1,1,1,0.0,0.0,1.1161820327781693,3.4011973816621555
Skiptrace,2016.0,7.0,32000000.0,58500000.0,107.0,10.912208,5.5,181.0,en,2,6,2,1,1,17.281246492014,17.8845373292961,2.4775637566127386,5.204006687076795
Moonlight,2016.0,10.0,4000000.0,65046687.0,111.0,14.171675,7.3,1831.0,en,1,4,1,1,1,15.201805169084134,17.990615846945577,2.7194302025584633,7.513163545234075
A Conspiracy of Faith,2016.0,3.0,5210000.0,5900000.0,112.0,6.859858,6.8,110.0,da,4,3,1,0,0,15.46609060566811,15.59046307836746,2.0617685401201595,4.709530201312334
Seoul Station,2016.0,8.0,0.0,0.0,92.0,2.266283,5.8,29.0,ko,3,2,1,0,0,0.0,0.0,1.1836526411311532,3.4011973816621555
The Childhood of a Leader,2016.0,7.0,3000000.0,0.0,115.0,10.753568,5.9,59.0,en,3,4,3,1,1,14.914123179965662,0.0,2.4641568540693988,4.0943445622221
Five,2016.0,3.0,0.0,0.0,102.0,4.262876,7.2,306.0,fr,1,4,1,0,0,0.0,0.0,1.660677645387263,5.726847747587197
Masterminds,2016.0,9.0,25000000.0,29200000.0,94.0,9.434588,5.6,600.0,en,3,4,2,1,1,17.034386422832473,17.189679301485086,2.3451260572389283,6.398594934535208
Amateur Night,2016.0,8.0,0.0,0.0,89.0,17.208064,5.6,39.0,en,1,2,2,1,1,0.0,0.0,2.9018645728762316,3.6888794541139363
Rustom,2016.0,8.0,1000000.0,0.0,150.0,7.333139,7.3,25.0,hi,2,1,1,0,1,13.815511557963774,0.0,2.1202402159281757,3.258096538021482
13 Cameras,2015.0,8.0,0.0,0.0,87.0,3.005423,5.5,32.0,en,2,0,1,1,1,0.0,0.0,1.3876491929206647,3.4965075614664802
Kubo and the Two Strings,2016.0,8.0,60000000.0,69929545.0,102.0,12.321832,7.7,982.0,en,3,1,1,1,1,17.909855136853043,18.062998807452484,2.589404193192361,6.890609120147166
Down by Love,2016.0,3.0,0.0,0.0,110.0,4.553004,6.0,64.0,fr,2,2,1,0,0,0.0,0.0,1.714339042590563,4.174387269895637
Bridget Jones's Baby,2016.0,9.0,35000000.0,211952420.0,123.0,10.754139,6.3,972.0,en,1,5,1,1,1,17.370858648025116,19.17187237820299,2.464205433881978,6.880384082186005
The Light Between Oceans,2016.0,9.0,20000000.0,25956113.0,133.0,8.483245,6.9,403.0,en,1,2,1,1,1,16.811242881518265,17.07191774676163,2.2495265572738545,6.0014148779611505
Morgan,2016.0,9.0,8000000.0,8810591.0,92.0,12.521071,5.7,436.0,en,3,2,2,1,1,15.894952224644102,15.99146519202255,2.6042492834537296,6.07993319509559
Queen of Katwe,2016.0,9.0,15000000.0,10367161.0,124.0,6.164561,7.1,103.0,en,1,3,1,1,0,16.52356082573315,16.154153868690344,1.9691467893402428,4.6443908991413725
Deepwater Horizon,2016.0,9.0,110000000.0,121790373.0,107.0,13.1984,6.5,1478.0,en,2,6,1,1,1,18.5159909328476,18.617811878918253,2.6531292822024533,7.2991214627108
Miss Peregrine's Home for Peculiar Children,2016.0,9.0,110000000.0,296485719.0,127.0,36.262655,6.5,3213.0,en,3,8,1,1,1,18.5159909328476,19.50750961335353,3.617991618673499,8.075271546297458
The Girl on the Train,2016.0,10.0,45000000.0,173185859.0,112.0,10.217291,6.2,1837.0,en,5,4,2,1,1,17.622173069956816,18.969875911037043,2.417456427092024,7.516433302915632
Middle School: The Worst Years of My Life,2016.0,10.0,8500000.0,19985196.0,92.0,10.222143,6.9,70.0,en,2,3,3,1,1,15.955576839107596,16.810502407472022,2.417888880074182,4.2626798770413155
The Accountant,2016.0,10.0,44000000.0,155160045.0,128.0,13.465656,6.9,2121.0,en,3,4,1,1,1,17.599700214609808,18.85996769700416,2.6717772882466515,7.660114319173928
Kevin Hart: What Now ?,2016.0,10.0,0.0,0.0,96.0,5.59613,6.8,82.0,en,1,2,1,1,0,0.0,0.0,1.8864831134176279,4.418840607796598
Cemetery of Splendour,2015.0,9.0,980000.0,0.0,122.0,2.535419,4.4,50.0,th,2,12,2,0,0,13.795308871054397,0.0,1.2628318213202865,3.9318256327243257
High Strung,2016.0,4.0,0.0,53447.0,96.0,6.625607,7.1,256.0,en,3,3,1,1,1,0.0,10.886464497605314,2.0315119258824184,5.54907608489522
God's Not Dead 2,2016.0,4.0,5000000.0,23507567.0,121.0,5.957998,5.6,73.0,en,1,1,1,1,0,15.424948670398354,16.972832969823006,1.9398917892907896,4.304065093204169
Mohenjo Daro,2016.0,8.0,15050000.0,16180000.0,155.0,1.423358,6.7,26.0,hi,4,2,1,0,0,16.52688861560434,16.599286531399315,0.8851541816425709,3.295836866004329
Operation Chromite,2016.0,7.0,0.0,0.0,110.0,17.767346,5.5,32.0,ko,4,1,2,0,1,0.0,0.0,2.93211844475665,3.4965075614664802
A Quiet Passion,2016.0,10.0,8138338.0,1864266.0,125.0,3.55933,7.5,26.0,en,1,3,1,1,0,15.912096663102808,14.438378504313103,1.5171756829064893,3.295836866004329
The Whole Truth,2016.0,3.0,0.0,0.0,93.0,12.664893,6.3,202.0,en,2,5,1,1,1,0.0,0.0,2.614829989126177,5.313205979041787
The Model,2016.0,2.0,4000000.0,0.0,105.0,7.772375,5.9,31.0,da,1,3,3,0,0,15.201805169084134,0.0,2.171607579299904,3.4657359027997265
Sundown,2016.0,5.0,0.0,0.0,103.0,2.060918,5.9,30.0,en,2,0,1,1,1,0.0,0.0,1.1187148709732875,3.4339872044851463
American Honey,2016.0,9.0,0.0,1751330.0,162.0,7.78179,6.5,213.0,en,1,3,1,1,0,0.0,14.37588662824039,2.172680259305222,5.365976015021851
Imperium,2016.0,8.0,0.0,35000.0,109.0,8.835928,6.3,381.0,en,3,5,1,1,1,0.0,10.463131911491967,2.286041804278354,5.945420608606575
David Brent: Life on the Road,2016.0,8.0,0.0,0.0,96.0,4.341522,6.0,104.0,en,2,1,1,1,1,0.0,0.0,1.6755106310885743,4.653960350157523
Race 2,2013.0,1.0,0.0,0.0,150.0,1.84199,5.2,31.0,hi,1,3,2,0,1,0.0,0.0,1.0445045110198796,3.4657359027997265
The Country Doctor,2016.0,3.0,0.0,0.0,102.0,4.308868,6.0,67.0,fr,2,5,1,0,0,0.0,0.0,1.6693786298529916,4.219507705176107
I Am Not a Serial Killer,2016.0,8.0,0.0,0.0,104.0,6.409124,6.2,126.0,en,2,6,1,1,1,0.0,0.0,2.0027122136961415,4.844187086458591
Eccezzziunale... veramente,1982.0,1.0,0.0,0.0,98.0,0.002538,5.9,41.0,it,1,0,0,0,0,0.0,0.0,0.002534784717109591,3.7376696182833684
Steins;Gate: The Movie − Load Region of Déjà Vu,2013.0,4.0,0.0,0.0,90.0,3.384668,7.2,44.0,ja,3,8,1,0,1,0.0,0.0,1.478113910301014,3.8066624897703196
Agathe Cléry,2008.0,11.0,0.0,0.0,113.0,3.074809,4.8,54.0,fr,1,1,1,0,0,0.0,0.0,1.4048238744286945,4.007333185232471
Psycho-Pass: The Movie,2015.0,1.0,0.0,0.0,113.0,4.299518,7.2,40.0,ja,3,1,1,0,0,0.0,0.0,1.6676158730262483,3.713572066704308
Hands of Stone,2016.0,8.0,20000000.0,0.0,105.0,6.482559,6.0,110.0,en,1,4,2,1,1,16.811242881518265,0.0,2.012574845778782,4.709530201312334
The Fits,2016.0,1.0,0.0,0.0,71.0,2.915106,6.7,44.0,en,1,2,1,1,0,0.0,0.0,1.364842404427449,3.8066624897703196
Morris from America,2016.0,8.0,0.0,0.0,89.0,2.869366,6.0,37.0,en,2,3,2,1,1,0.0,0.0,1.35309066933162,3.6375861597263857
Cool Kids Don't Cry,2012.0,2.0,0.0,0.0,105.0,2.242185,7.9,28.0,nl,4,0,2,0,0,0.0,0.0,1.1762474852264466,3.367295829986474
Shin Godzilla,2016.0,7.0,15000000.0,77000000.0,120.0,9.285519,6.6,152.0,ja,5,2,4,0,1,16.52356082573315,18.15931599280497,2.3307369836693925,5.030437921392435
Sniper: Special Ops,2016.0,4.0,0.0,0.0,84.0,3.88813,5.0,25.0,en,2,2,1,1,1,0.0,0.0,1.5868098172603144,3.258096538021482
Hard Target 2,2016.0,7.0,0.0,0.0,104.0,5.070828,5.6,44.0,en,2,2,1,1,1,0.0,0.0,1.8034950043353257,3.8066624897703196
Rabbit Seasoning,1952.0,9.0,0.0,0.0,7.0,1.648768,7.1,29.0,en,3,1,3,1,0,0.0,0.0,0.9740946262356108,3.4011973816621555
Honey 3: Dare to Dance,2016.0,11.0,0.0,0.0,97.0,3.103057,5.1,63.0,en,4,3,1,1,0,0.0,0.0,1.4117323056374982,4.1588830833596715
Winnie-the-Pooh,1969.0,1.0,0.0,0.0,11.0,2.168142,6.5,28.0,ru,2,1,1,0,0,0.0,0.0,1.1531452961799715,3.367295829986474
The Intervention,2016.0,8.0,0.0,0.0,90.0,4.989233,6.1,38.0,en,2,1,1,1,1,0.0,0.0,1.7899633571840994,3.6635616461296463
The Sea of Trees,2016.0,4.0,0.0,0.0,110.0,8.316558,6.3,133.0,en,1,6,2,1,1,0.0,0.0,2.231793247179825,4.897839799950911
XOXO,2016.0,8.0,0.0,0.0,92.0,5.2402,6.0,149.0,en,2,2,1,1,1,0.0,0.0,1.8310122331497563,5.0106352940962555
Lake Bodom,2016.0,8.0,1100000.0,0.0,90.0,1.78089,5.6,26.0,fi,1,2,2,0,1,13.910821646859095,0.0,1.022771020352319,3.295836866004329
Love Hurts,2002.0,11.0,5000000.0,0.0,104.0,1.138867,6.5,25.0,es,3,0,1,0,1,15.424948670398354,0.0,0.7602762495789748,3.258096538021482
Your Name.,2016.0,8.0,0.0,355298270.0,106.0,34.461252,8.5,1030.0,ja,3,1,1,0,0,0.0,19.688468194669255,3.5684406074113775,6.93828448401696
My Babysitter's a Vampire,2010.0,10.0,0.0,0.0,85.0,7.671413,5.6,54.0,en,5,1,1,1,0,0.0,0.0,2.1600317532918876,4.007333185232471
Natural Selection,2016.0,8.0,0.0,0.0,100.0,2.504774,5.7,33.0,en,1,2,1,1,1,0.0,0.0,1.2541260390924092,3.5263605246161616
Tees Maar Khan,2010.0,12.0,0.0,0.0,135.0,1.754362,3.7,25.0,hi,2,2,1,0,1,0.0,0.0,1.0131858368389643,3.258096538021482
Demon,2015.0,9.0,0.0,0.0,94.0,2.143813,5.9,26.0,pl,3,2,4,0,0,0.0,0.0,1.1454363944265504,3.295836866004329
Housefull,2010.0,4.0,0.0,0.0,135.0,1.974336,5.2,31.0,hi,3,0,1,0,1,0.0,0.0,1.090020820808956,3.4657359027997265
The Ardennes,2015.0,10.0,2200000.0,0.0,93.0,5.174641,7.2,44.0,nl,2,3,3,0,0,14.603968372873895,0.0,1.8204507431721604,3.8066624897703196
The Search,2014.0,11.0,25000000.0,0.0,149.0,2.443432,7.1,26.0,fr,1,12,4,0,0,17.034386422832473,0.0,1.2364686484575547,3.295836866004329
Tunnel,2016.0,8.0,0.0,0.0,126.0,4.559646,7.2,72.0,ko,2,1,1,0,1,0.0,0.0,1.715534437170782,4.290459441148391
Little Sister,2016.0,10.0,0.0,0.0,91.0,2.445975,6.2,29.0,en,1,0,1,1,0,0.0,0.0,1.2372068832912615,3.4011973816621555
Certain Women,2016.0,9.0,0.0,1130466.0,107.0,11.684425,6.3,65.0,en,1,1,1,1,0,0.0,13.938141379650489,2.5403748628949567,4.189654742026425
Aquarius,2016.0,9.0,762241.0,285930.0,140.0,4.860265,7.5,97.0,pt,1,3,1,0,0,13.544019369551084,12.56350580195316,1.768194824409448,4.584967478670572
Guernica,2016.0,4.0,6229577.0,0.0,110.0,4.068005,5.3,41.0,en,3,3,3,1,1,15.644819151711774,0.0,1.6229472490408843,3.7376696182833684
Equity,2016.0,7.0,0.0,1605463.0,100.0,2.656999,5.8,40.0,en,1,1,1,1,1,0.0,14.2889233693391,1.2966428657190252,3.713572066704308
Landmine Goes Click,2015.0,3.0,1000000.0,0.0,110.0,4.432702,5.7,36.0,en,4,3,3,1,1,13.815511557963774,0.0,1.6924366160742732,3.6109179126442243
David Lynch: The Art Life,2017.0,2.0,0.0,0.0,90.0,2.901372,7.2,32.0,en,1,0,1,1,0,0.0,0.0,1.3613282861420886,3.4965075614664802
Waffle Street,2015.0,9.0,0.0,0.0,86.0,3.22727,6.1,43.0,en,2,1,1,1,0,0.0,0.0,1.4415563946334415,3.784189633918261
Hacksaw Ridge,2016.0,10.0,40000000.0,175302354.0,140.0,21.037699,7.8,3294.0,en,3,6,2,1,1,17.50439003707821,18.982022783914175,3.0927545777456116,8.100161446936607
Other People,2016.0,9.0,0.0,93000.0,97.0,3.069108,6.7,58.0,en,1,2,1,1,0,0.0,11.440365524765756,1.4034238108152641,4.07753744390572
Rampage: Capital Punishment,2014.0,7.0,0.0,0.0,93.0,7.733723,5.4,92.0,en,3,3,1,1,1,0.0,0.0,2.1671917394241844,4.532599493153256
For the Love of Spock,2016.0,9.0,0.0,0.0,105.0,3.087962,7.8,48.0,en,1,1,1,1,1,0.0,0.0,1.4080465573591785,3.8918202981106265
Toro,2016.0,4.0,4000000.0,0.0,105.0,2.197914,5.5,40.0,es,3,4,1,0,0,15.201805169084134,0.0,1.1624987222427916,3.713572066704308
"Kiki, Love to Love",2016.0,4.0,0.0,0.0,102.0,5.248189,6.4,93.0,es,2,2,1,0,0,0.0,0.0,1.83229166175977,4.543294782270004
The Most Beautiful Day,2016.0,2.0,0.0,0.0,113.0,3.80694,7.0,60.0,de,2,2,1,0,0,0.0,0.0,1.5700607070365464,4.110873864173311
Over the Garden Wall,2014.0,11.0,0.0,0.0,110.0,2.802111,8.2,52.0,en,4,1,1,1,0,0.0,0.0,1.3355564388005088,3.970291913552122
Off Course,2015.0,3.0,0.0,0.0,104.0,3.173875,6.0,66.0,es,2,4,2,0,1,0.0,0.0,1.4288448609138151,4.204692619390966
Divines,2016.0,8.0,2791874.0,0.0,105.0,8.987123,8.1,161.0,fr,1,2,1,0,0,14.84222397108852,0.0,2.30129656319597,5.087596335232384
USS Indianapolis: Men of Courage,2016.0,9.0,40000000.0,0.0,128.0,13.417585,6.0,124.0,en,2,6,2,1,1,17.50439003707821,0.0,2.668448642103022,4.8283137373023015
Billy Lynn's Long Halftime Walk,2016.0,11.0,40000000.0,30930984.0,113.0,8.009568,5.9,158.0,en,2,7,1,1,0,17.50439003707821,17.24726899025828,2.1982871237449055,5.0689042022202315
Blair Witch,2016.0,9.0,5000000.0,45172994.0,90.0,11.901343,4.9,590.0,en,2,5,1,1,1,15.424948670398354,17.62601001050244,2.5573314144758417,6.3818160174060985
The Hollars,2016.0,8.0,3800000.0,1016985.0,105.0,5.723985,6.4,81.0,en,2,3,1,1,0,15.150511887854474,13.832353908957577,1.9056809847288898,4.406719247264253
The Beatles: Eight Days a Week - The Touring Years,2016.0,9.0,0.0,0.0,99.0,7.078301,7.6,92.0,en,2,2,1,1,1,0.0,0.0,2.0891815781454612,4.532599493153256
Kickboxer: Vengeance,2016.0,7.0,17000000.0,0.0,90.0,6.966654,4.5,103.0,en,2,2,2,1,0,16.648723960844016,0.0,2.0752645803099323,4.6443908991413725
The Promise,2017.0,4.0,0.0,0.0,130.0,9.555114,7.3,69.0,en,3,3,4,1,1,0.0,0.0,2.356610481810409,4.248495242049359
Loving,2016.0,11.0,9000000.0,8996802.0,123.0,7.977391,6.5,275.0,en,2,2,1,1,1,16.012735246411598,16.012379849971914,2.1947093055796194,5.62040086571715
Christine,2016.0,10.0,0.0,0.0,123.0,8.403532,6.9,81.0,en,1,3,1,1,0,0.0,0.0,2.241085363382455,4.406719247264253
31,2016.0,9.0,1500000.0,779820.0,102.0,6.636625,4.9,193.0,en,2,5,3,1,1,14.220976332738882,13.566819685150076,2.0329557516497165,5.267858159063328
ARQ,2016.0,9.0,0.0,0.0,88.0,7.134446,6.1,340.0,en,2,3,1,1,0,0.0,0.0,2.0961076375530197,5.831882477283517
Tell Me How I Die,2016.0,9.0,0.0,0.0,107.0,3.491786,5.3,44.0,en,2,0,2,1,1,0.0,0.0,1.5022503954920319,3.8066624897703196
Fire at Sea,2016.0,2.0,0.0,0.0,108.0,2.450026,6.5,63.0,it,1,7,2,0,1,0.0,0.0,1.2383817672467552,4.1588830833596715
Finding Altamira,2016.0,4.0,9500000.0,0.0,97.0,2.002313,5.7,37.0,en,2,1,1,1,1,16.066802461833923,0.0,1.0993829916002928,3.6375861597263857
Fiore,2016.0,5.0,0.0,0.0,110.0,1.461567,6.2,32.0,it,0,3,1,0,0,0.0,0.0,0.9007981390209828,3.4965075614664802
One Kiss,2016.0,3.0,0.0,0.0,101.0,5.266422,7.1,88.0,it,2,0,1,0,0,0.0,0.0,1.8352055378524221,4.48863636973214
The Confessions,2016.0,4.0,0.0,0.0,103.0,2.30083,5.5,25.0,it,2,0,3,0,0,0.0,0.0,1.1941739519993166,3.258096538021482
Most Likely to Die,2015.0,8.0,0.0,0.0,81.0,3.443724,4.2,46.0,en,1,2,1,1,1,0.0,0.0,1.491492763638092,3.8501476017100584
Tower,2016.0,3.0,0.0,0.0,83.0,5.793238,8.1,50.0,en,3,3,1,1,0,0.0,0.0,1.9159277056619552,3.9318256327243257
From the Land of the Moon,2016.0,10.0,10300000.0,47748.0,120.0,6.165491,6.7,63.0,fr,2,2,3,0,0,16.14765455028724,10.773713403281205,1.9692765864967787,4.1588830833596715
I.T.,2016.0,9.0,13000000.0,0.0,96.0,21.815354,5.3,198.0,en,3,8,2,1,1,16.380459992348886,0.0,3.1274337303668163,5.293304824724492
Paranormal Entity,2009.0,12.0,0.0,0.0,88.0,1.59297,5.1,31.0,en,3,1,1,1,0,0.0,0.0,0.952803936879109,3.4657359027997265
The Neighbor,2016.0,8.0,0.0,0.0,87.0,6.001302,5.6,76.0,en,3,2,1,1,1,0.0,0.0,1.9460961317594578,4.343805421853684
Twitches,2005.0,10.0,0.0,0.0,86.0,4.232318,5.6,77.0,en,5,1,2,1,0,0.0,0.0,1.6548543921243932,4.356708826689592
Planetarium,2016.0,11.0,0.0,0.0,106.0,4.172155,4.7,42.0,fr,3,3,2,0,0,0.0,0.0,1.6432894295247396,3.7612001156935624
A Monster Calls,2016.0,10.0,43000000.0,46652768.0,108.0,24.483893,6.8,1023.0,en,2,4,1,1,1,17.57671069691365,17.658242840409258,3.2380466055325092,6.931471805599453
